,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
2626,IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4077
2630,IndiGo,1/05/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,2h 35m,non-stop,No info,4804
2639,IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4990
2667,IndiGo,1/05/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804
2669,IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,00:25,03:15,2h 50m,non-stop,No info,3419
2670,IndiGo,21/05/2019,Kolkata,Banglore,CCU → RPR → HYD → BLR,06:35,12:10,5h 35m,2 stops,No info,6103
2675,IndiGo,18/03/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 19 Mar,2h 20m,non-stop,No info,5277
2683,IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4148
2684,IndiGo,27/05/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
2689,IndiGo,12/05/2019,Delhi,Cochin,DEL → COK,14:25,17:40,3h 15m,non-stop,No info,5000
2694,IndiGo,15/04/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1 stop,No info,4226
2696,IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754
2697,IndiGo,6/06/2019,Kolkata,Banglore,CCU → VTZ → BLR,10:30,16:05,5h 35m,1 stop,No info,6301
2705,IndiGo,6/05/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218
2706,IndiGo,1/03/2019,Chennai,Kolkata,MAA → CCU,05:15,07:35,2h 20m,non-stop,No info,7295
2709,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5224
2725,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,13:20,6h 40m,1 stop,No info,10208
2726,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 22 May,5h 5m,1 stop,No info,5054
2727,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,15:30,7h 5m,1 stop,No info,14871
2734,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,10:05,13:00,2h 55m,non-stop,No info,7648
2737,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 16 May,14h 5m,1 stop,No info,6979
2740,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
2741,IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,6838
2745,IndiGo,12/03/2019,Kolkata,Banglore,CCU → BLR,05:30,08:20,2h 50m,non-stop,No info,4148
2749,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 16 May,9h 30m,1 stop,No info,7923
2764,IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 19 Apr,3h,non-stop,No info,4591
2765,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 13 May,3h,non-stop,No info,3943
2769,IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 10 Apr,16h 15m,1 stop,No info,6573
2772,IndiGo,15/05/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332
2778,IndiGo,18/04/2019,Delhi,Cochin,DEL → COK,14:20,17:35,3h 15m,non-stop,No info,6015
2781,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943
2788,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6558
2789,IndiGo,21/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4804
2793,IndiGo,1/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,6064
2799,IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,08:35,16:10,7h 35m,1 stop,No info,6442
2807,IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,10:30,13:20,2h 50m,non-stop,No info,3943
2808,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,3342
2815,IndiGo,9/06/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049
2818,IndiGo,3/05/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3850
2830,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6232
2831,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,05:30,08:20,2h 50m,non-stop,No info,4777
2835,IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,6093
2843,IndiGo,21/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
2848,IndiGo,18/03/2019,Delhi,Cochin,DEL → COK,14:30,17:35,3h 5m,non-stop,No info,5406
2854,IndiGo,21/04/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,No info,4804
2856,IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
2863,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 25 Jun,8h 20m,1 stop,No info,5684
2872,IndiGo,6/05/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754
2886,IndiGo,27/03/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,4729
2890,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
2896,IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,6985
2898,IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 22 Jun,2h 35m,non-stop,No info,4804
2910,IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
2921,IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:45,1h 25m,non-stop,No info,4784
2945,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,15:30,4h 45m,1 stop,No info,6218
2952,IndiGo,6/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 07 May,2h 35m,non-stop,No info,4804
2959,IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419
2962,IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 28 Jun,9h 30m,1 stop,No info,6316
2975,IndiGo,9/05/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,No info,6704
2982,IndiGo,24/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,01:30 25 May,14h 55m,1 stop,No info,7081
2983,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 28 Apr,3h,non-stop,No info,3943
2991,IndiGo,3/06/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,No info,3540
2993,IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4591
3002,IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,6442
3004,IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1h 35m,non-stop,No info,2227
3009,IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 22 Mar,2h 40m,non-stop,No info,4148
3028,IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943
3036,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 16 Apr,2h 50m,non-stop,No info,4591
3037,IndiGo,18/05/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,3597
3038,IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6938
3051,IndiGo,6/03/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 07 Mar,2h 40m,non-stop,No info,4778
3052,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,6838
3056,IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
3061,IndiGo,18/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858
3062,IndiGo,24/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 25 May,2h 35m,non-stop,No info,4804
3068,IndiGo,18/03/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858
3074,IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3943
3076,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,8784
3078,IndiGo,24/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 25 May,2h 20m,non-stop,No info,5277
3080,IndiGo,9/03/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,6885
3082,IndiGo,1/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 02 Jun,5h 5m,1 stop,No info,10112
3083,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:35 07 Mar,8h 5m,1 stop,No info,14871
3093,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 10 Jun,9h 30m,1 stop,No info,6316
3100,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943
3107,IndiGo,24/03/2019,Kolkata,Banglore,CCU → HYD → BLR,15:10,20:15,5h 5m,1 stop,No info,6762
3110,IndiGo,6/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3480
3114,IndiGo,21/05/2019,Kolkata,Banglore,CCU → MAA → BLR,16:35,22:15,5h 40m,1 stop,No info,5268
3126,IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,7648
3128,IndiGo,18/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597
3129,IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6442
3130,IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1 stop,No info,12351
3132,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
3136,IndiGo,9/05/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,6582
3138,IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
3141,IndiGo,27/05/2019,Delhi,Cochin,DEL → MAA → COK,07:15,12:30,5h 15m,1 stop,No info,5636
3143,IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
3146,IndiGo,24/04/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1 stop,No info,4226
3156,IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4174
3159,IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,4423
3162,IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
3166,IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7h 5m,1 stop,No info,6818
3172,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
3181,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423
3187,IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,No info,4575
3190,IndiGo,1/05/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
3196,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 22 Apr,3h,non-stop,No info,4423
3198,IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,No info,7258
3205,IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
3206,IndiGo,9/06/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,6493
3207,IndiGo,24/05/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,5h 25m,1 stop,No info,6218
3209,IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,7094
3218,IndiGo,9/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5601
3221,IndiGo,6/04/2019,Kolkata,Banglore,CCU → MAA → BLR,06:15,10:30,4h 15m,1 stop,No info,4226
3223,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,01:35 28 Mar,14h 50m,1 stop,No info,6628
3224,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,8033
3226,IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
3243,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6314
3249,IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4174
3251,IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,21:00,16h 15m,1 stop,No info,10518
3252,IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
3258,IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
3261,IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:05,2h 55m,non-stop,No info,4823
3262,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227
3273,IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4575
3275,IndiGo,12/06/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5636
3279,IndiGo,18/06/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
3285,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,04:55,12:00,7h 5m,1 stop,No info,6287
3292,IndiGo,24/05/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332
3296,IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
3316,IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804
3323,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 22 May,8h 20m,1 stop,No info,6794
3330,IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754
3342,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
3347,IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
3351,IndiGo,21/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4777
3353,IndiGo,1/04/2019,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1 stop,No info,10308
3355,IndiGo,6/05/2019,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1 stop,No info,11319
3360,IndiGo,9/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,4h 35m,1 stop,No info,5054
3368,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423
3377,IndiGo,15/05/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1 stop,No info,5380
3382,IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 16 Jun,8h,1 stop,No info,5883
3383,IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → COK,04:55,12:00,7h 5m,1 stop,No info,6171
3384,IndiGo,21/05/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175
3385,IndiGo,27/03/2019,Delhi,Cochin,DEL → AMD → COK,07:45,13:40,5h 55m,1 stop,No info,4832
3395,IndiGo,9/05/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754
3398,IndiGo,21/04/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
3399,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4545
3403,IndiGo,9/06/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 10 Jun,2h 20m,non-stop,No info,5277
3404,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:35 28 Mar,14h 5m,1 stop,No info,6206
3409,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 25 Mar,2h 50m,non-stop,No info,6860
3414,IndiGo,12/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
3417,IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,7514
3421,IndiGo,1/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
3429,IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6069
3433,IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4077
3434,IndiGo,9/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 10 May,5h 15m,1 stop,No info,7605
3436,IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:20,14h 45m,1 stop,No info,11600
3443,IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:30,1h 25m,non-stop,No info,5755
3446,IndiGo,18/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 19 Mar,2h 50m,non-stop,No info,4545
3449,IndiGo,6/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
3463,IndiGo,09/03/2019,Banglore,New Delhi,BLR → IDR → DEL,17:55,22:55,5h,1 stop,No info,6351
3466,IndiGo,15/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 16 May,5h 15m,1 stop,No info,7228
3480,IndiGo,27/05/2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,2h 30m,non-stop,No info,4804
3486,IndiGo,12/06/2019,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1 stop,No info,11160
3492,IndiGo,18/05/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,4332
3493,IndiGo,6/05/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5069
3499,IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,7615
3500,IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,4823
3508,IndiGo,27/05/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1h 30m,non-stop,No info,3175
3519,IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,15h 40m,1 stop,No info,6442
3522,IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
3528,IndiGo,27/05/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,7164
3541,IndiGo,18/06/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754
3543,IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,10:05,13:00,2h 55m,non-stop,No info,10067
3567,IndiGo,21/03/2019,Delhi,Cochin,DEL → BBI → COK,02:35,08:30,5h 55m,1 stop,No info,8470
3585,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943
3594,IndiGo,6/06/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
3599,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,8855
3602,IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943
3607,IndiGo,6/05/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,5699
3613,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 10 Apr,2h 50m,non-stop,No info,4591
3622,IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,No info,5530
3623,IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12h 30m,1 stop,No info,7081
3627,IndiGo,1/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1 stop,No info,8542
3628,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823
3647,IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1h 25m,non-stop,No info,5755
3651,IndiGo,9/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,6297
3654,IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4049
3658,IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,No info,4823
3663,IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5224
3669,IndiGo,9/05/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597
3679,IndiGo,1/04/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754
3682,IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,5224
3683,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1 stop,No info,6069
3694,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,4591
3696,IndiGo,6/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804
3702,IndiGo,6/06/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5069
3710,IndiGo,9/05/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
3712,IndiGo,09/03/2019,Banglore,New Delhi,BLR → GOI → DEL,19:30,00:40 13 Mar,5h 10m,1 stop,No info,7280
3716,IndiGo,3/06/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,3850
3719,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
3720,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
3722,IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823
3724,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,No info,6818
3727,IndiGo,6/06/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6938
3742,IndiGo,21/04/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 22 Apr,2h 35m,non-stop,No info,4804
3749,IndiGo,18/05/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,No info,2754
3753,IndiGo,27/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227
3755,IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3943
3762,IndiGo,18/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597
3764,IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 10 Jun,2h 50m,non-stop,No info,3749
3767,IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823
3773,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11h 50m,1 stop,No info,8285
3776,IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 28 Mar,2h 45m,non-stop,No info,4148
3777,IndiGo,24/06/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,6496
3778,IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,22:10,00:55 19 Mar,2h 45m,non-stop,No info,4148
3781,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3943
3797,IndiGo,9/06/2019,Kolkata,Banglore,CCU → PAT → BLR,09:20,14:15,4h 55m,1 stop,No info,11465
3807,IndiGo,1/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 02 May,6h 55m,1 stop,No info,8854
3808,IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,08:35,21:20,12h 45m,2 stops,No info,7682
3809,IndiGo,9/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2h 35m,non-stop,No info,4804
3814,IndiGo,24/05/2019,Kolkata,Banglore,CCU → MAA → BLR,08:10,13:00,4h 50m,1 stop,No info,5069
3820,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4591
3822,IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4591
3823,IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,No info,4049
3824,IndiGo,3/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804
